id_localidad;tipo_propiedad;nombre_conjunto;direccion
17;Edificio;SAN MIGUEL DEL PRINCIPE;CL12#2-77
12;Edificio;LOS ANDES NORTE;KR62#96-75
2;Edificio;TORRES DEL CHICO PIJAO;TV20#94-25
11;Edificio;PARQUE RESERVADO NIZA I;KR70B#125A-49
14;Copropiedad;VIVIENDA MULTIFAMILIAR LUZ MAR II;CL1GBis#26-66
11;Agrupación Residencial;LOS FUNDOS;CL180#65-45
9;Conjunto Residencial;MODELIA IMPERIAL II MANZANA 85;CL22D#93-16
8;Conjunto;AMERICAS CLUB RESIDENCIAL ETAPA 1;CL3SUR#69A-60
11;Conjunto Residencial;PUENTE LARGO PROPIEDAD HORIZONTAL;CL113#55-09
2;Edificio;TORRE POSITIVA;KR45#94-64
1;Edificio;SAUDADES;KR14#127B-75
10;Conjunto Multifamiliar;COMPARTIR BOCHICA LOTE IV;DG86A#101-40
1;Edificio;RESERVA DE LA CALLEJA;CL131#19-50
11;Conjunto Residencial;MONTICELLO;KR81#128B-52
1;Proyecto;RESIDENCIAL ORIGAMI 146;KR7A#146-46
11;Conjunto Multifamiliar;SEVILLA I ETAPA II;AK72#152-09
11;Edificio;PORTAL DE LA COLINA;KR45A#134A-40
1;Edificio;RECREO DE SANTA PAULA;KR13A#110-48
11;Agrupación de Vivienda;URBANIZACION MAZUREN MANZANA 8 PH;CL152#54-50
11;Conjunto;MIRANDELA 5;CL189#46-56
1;Conjunto Residencial;ALAMEDA CAMPESTRE;KR15#170-65
11;Conjunto;PLAZA AVENTURA;CL130#58-20
8;Agrupación de Vivienda;VILLA DE LOS ANGELES II;TV74#11A-15
9;Conjunto Residencial;MODELIA IMPERIAL MANZANA 87;TV93#22D-65
1;Edificio;CASA SANTA BARBARA PROPIEDAD HORIZONTAL;KR18#113-07
11;Edificio;VALLARTA;CL149#45-27ED
3;Edificio;BOGOTA PROPIEDAD HORIZONTAL;CL15#8A-58
11;Edificio Residencial;TORRES DE PENUEL II;KR53#103B-70
1;Edificio;TRIANGULO;AK15#118-16
1;Edificio;ORVI;KR9B#117A-72
13;Edificio;SAN JORGE;KR24#40-36
4;Edificio;RESERVA DE SANTA ANA;CL10SUR#5-45
8;Conjunto Residencial;PLAZUELA DE SAN ESTEBAN;KR78A#6B-28
11;Edificio Residencial;NUEVO PRADO - PROPIEDAD HORIZONTAL;KR53#143-44
4;Edificio;SAN CLEMENTE;KR7A#9-49SUR
12;Agrupación de Vivienda;METROPOLIS UNIDAD 17;CL75A#66-43
1;Edificio;URA 147;AC147#11-80
12;Edificio Multifamiliar;BALCONES DE METROPOLIS II;KR61#72A-35
1;Edificio;TORRE CEDRO ROYAL;CL143#9-55
1;Edificio;SCALA 27 CEDRITOS;CL144#9-30
1;Conjunto Residencial;VILLAS DE ARANJUEZ MANZANA 36;KR12#169-50
3;Edificio;EDIFICIO COLSEGUROS CARRERA SEPTIMA PROPIEDAD HORIZONTAL;KR7#17-01
2;Edificio;COUNTRY REAL PROPIEDAD  HORIZONTAL;KR19C#86A-60
17;Edificio;ANTIGUA;CL11#1-60
11;Edificio;PARALELO 108;CL108#45-30
9;Conjunto de Vivienda;AGRUPACIÃN DE VIVIENDA BOSQUE DE MODELIA II ETAPA LOTE 1;CL24C#84-84AD
11;Unidad Residencial;EL BOSQUE DE SUBA 2 PROPIEDAD HORIZONTAL;KR95A#138-58
3;Edificio;CONQUISTADOR;KR4#16-75
11;Edificio;BALCON DE LOS LAGARTOS;CL119#72-20
1;Edificio;SANTA ANA 108 PH;KR8#108A-59
2;Edificio;VIRREY;KR18#86A-69
2;Edificio;LOURDES I;CL64#8-28
1;Conjunto;LA RESERVA DE TOWN HOUSES;TV6#125-20
2;Edificio;CIUDAD DE FILADELFIA;CL92#9A-20
1;Edificio;MONET PROPIEDAD HORIZONTAL;KR13A#104-53
1;Edificio;PORTAL DEL ARROYO;CL146#7B-50
2;Edificio;TAO II;KR8A#96-51/61
8;Conjunto Residencial;CASTILLA LA NUEVA;CL10B#81F-20
2;Edificio;LAS FUENTES;CL100#21-46
13;Edificio;REVE;CL35#17-60
1;Edificio;FORMA 97;CL125#21A-18
11;Conjunto Residencial;CAMINO VERDE DEL CIRUELO AG 1;KR116#152-91
15;Conjunto Cerrado;UNIDAD RESIDENCIAL LUNA PARK UREPARK;CL10BBis#16-43SUR
1;Edificio;FORMA 93;CL124#21A-24
11;Edificio;GAITAN OCAMPO CINCO;TV60#105-51
1;Edificio;PLAZUELA DE NAVARRA;CL105#19A-07
13;Edificio;PARKWAY;KR24#42-05
2;Edificio;SANTA MARIA DEL CHICO;CL94A#21-93
11;Agrupación de Vivienda;TORRES DE SUBA I Y II;KR103F#136A-08
11;Edificio;SAMANA PROPIEDAD HORIZONTAL;CL115#42-28
13;Edificio;MANA;KR43B#24A-38
1;Edificio;KANUA;KR21#118-56
1;Edificio;LOS SAUCES;KR21#137-85
1;Conjunto Residencial;ABADIA DE LOS LORES;CL144#12-68
1;Edificio;PALMAR DE CASTILLA;KR7B#127-36
1;Edificio Multifamiliar;EL TREBOL;KR16#164-37
2;Edificio;ATICOS DE LA 47;KR7#49-29
9;Agrupación de Vivienda;SAN ANTONIO;KR100#23H-22
11;Conjunto Residencial;VILLA DEL NORTE III;KR54A#188-85
11;Conjunto Residencial;RESERVA DE SAN FELIPE;CL128B#89-85
11;Edificio;TORRE DEL RELOJ;KR62#103-44
11;Edificio;PORTICO DE LA COLINA II;CL162#55C-20
1;Edificio;LAS ACACIAS;KR14B#118-15
1;Edificio;EDIFICIO ALPADI III PROPIEDAD HORIZONTAL;KR11#118-67
1;Edificio;HABITAT 135;KR15#135-45
1;Edificio Multifamiliar;LOS URAPANES;KR7B#127-44
11;Edificio Multifamiliar;EL SOLAR DE GRATAMIRA;CL138#75-60
1;Edificio;EL ARBOL;KR13#138-62
1;Edificio;SUAZA CALLE 101;CL101#17-15
11;Conjunto Residencial;ANTARES DEL NORTE;KR52A#134A-21
1;Conjunto Residencial;CONJUNTO RESIDENCIAL DARWIN PROPIEDAD HORIZONTAL;CL192#11A-51
1;Edificio;SAN FRANCISCO;KR11A#114-22
11;Agrupación de Vivienda;MAZUREN 6;KR55#152-40
1;Edificio;PREMIUM STUDIOS;CL118A#13-35
1;Edificio;SMART 135;CL135#19-78
3;Edificio;TONATIUH;KR3A#31-73
1;Edificio;NASSMO PH;CL106#13-27
11;Agrupación de Vivienda;6 LAS GAVIOTAS DE LA SEGUNDA ETAPA;KR122D#129B-60
1;Edificio;MONTICHELLO;KR18A#106-16
1;Edificio;NUEVO TOLOUSE;KR18#124-04
11;Edificio;COQUIVACOA;CL150A#50-07
10;Edificio;AREZZO IV;DG82G#75-85
1;Edificio;ATALAYA DE SANTA BARBARA;KR9A#119-41
15;Edificio Residencias;EDIFICIO CAPRI PH;CL17SUR#28-47
1;Edificio;LOS SAUCES II;KR7#106-25
1;Edificio;SANTA PAULA;KR13A#107A-10
11;Conjunto Residencial;BARI;CL150A#96A-40
1;Agrupación de Vivienda;MARANTA 4   PROPIEDAD HORIZONTAL;KR20#187-40
11;Conjunto Residencial;MULTISUBA;CL139#94-46
16;Conjunto Residencial;LAS CARABELAS;CL1H#38A-51
11;Conjunto Residencial;MIRO;CL152B#58C-49CJAD
3;Edificio;SINAI;KR9#15-21
1;Apartamentos;CLAUDIA PATRICIA;CL147#19-06
3;Edificio;EXPRINTER;KR6#14-74
12;Conjunto Residencial;K 68 PH;KR63#68-40
10;Multifamiliar;TECTUM IX;DG82C#73A-80
11;Conjunto Residencial;TORRES DE LA 100;KR65#100-15
8;Conjunto Residencial;CIPRES DE CASTILLA;CL6C#82A-57
1;Conjunto Residencial;EL PORTAL II;CL161A#19A-40
13;Edificio;CAICEDO CHAPARRO;KR21#51-70
3;Edificio;SAN NICOLAS;CL22#4-75
11;Edificio;PONTEVEDRA PARK;CL95A#71A-74
1;Edificio;TEKIA;KR18C#112-63
9;Copropiedad;CONJUNTO DE USO RESIDENCIAL ATACAMA;KR85A#23B-61
11;Conjunto Residencial;CERROS DE SAN JOSE;KR78#179-85
11;Edificio;ALCAZAR DEL SOL;CL103#62-43
2;Edificio;LIBERTY SEGURO;CL71#10-08
11;Edificio;PRADOS DE NIZA;CL128B#53A-33
13;Conjunto Residencial;SANTA MARIA DE LA ESPERANZA I;KR57#23A-70
1;Agrupación de Vivienda;MARANTA 7;KR20#187-71
11;Conjunto Residencial;PARQUES DE LA COLINA III;KR59A#135-60
1;Edificio;AXXES 140;CL140#20-35
9;Multifamiliar;MODELIA;AC24#85B-09
2;Edificio;ESPACIOS 53;CL53#4A-43
14;Edificio Multifamiliar;MALONSOR II;CL14#15-65
2;Edificio;BALCONES DEL NOGAL;KR8#74C-67
2;Edificio;APARTAMENTOS GLARAMARA;KR6A#51A-63
11;Edificio;YACARE I;CL115#51-1
13;Edificio Multifamiliar;ANA MARIA;KR19#53-85
1;Edificio;PARQUE 104;CL104#18-08
1;Edificio;MARMARIS;CL106A#19A-20
11;Edificio;ATICOS COLINA NORTE BLOQUE IV;KR58#134A-52
11;Conjunto Residencial;PRADOS DE LA SABANA III;CL168#65-82
3;Edificio;EL DORADO PH;KR7#26-72
13;Edificio Multifamiliar;RAUL CADENA SILVA PH;CL43#25-53
1;Agrupación de Vivienda;BELMIRA RESERVADO II;KR7B#141-18
1;Edificio;BELLA SUIZA REGIA TORRE III;KR7D#127C-71
1;Edificio;RIONIMA I;TV21#106B-62
13;Conjunto Residencial;TORRES DEL OBELISCO;KR57#22B-41
1;Edificio;VIDANOVA;CL104A#21-66
8;Agrupación de Vivienda;SANTA RITA DE ALSACIA PH;CL12C#71B-40AG
19;Conjunto Residencial;JARDINES DE GALICIA;CL60ASUR#73-71
2;Edificio;RESIDENCIAS SAN MARCOS;CL40#8-92
9;Conjunto;PARQUES DE SALAMANCA 1 ETAPA;CL23F#96G-82
1;Edificio;BELVEDER;CL127B#19-39
8;Conjunto Residencial;SENDEROS DE SANTA ANA;CL48SUR#87-86
11;Conjunto Multifamiliar;RIVIERA DE NIZA BLOQUES 1 Y 2;CL131A#55A-48
16;Edificio Multifamiliar;BOCHICA;KR32C#2-9
11;Conjunto Residencial;CAMINO LARGO;KR70#173A-75
1;Copropiedad;CONJUNTO SAUCES DEL NORTE;KR8#160A-01
11;Conjunto Residencial;MONTERREY II;CL165A#58-62
8;Conjunto Residencial;AMERICAS DEL TINTAL;CL2#93D-30
2;Edificio;GALLERY SANTA CLARA;KR8A#97-46
10;Edificio;OPALO DEL BATAN;AC46#123-30
1;Edificio;BRISAS DEL COUNTRY;CL127D#18-06
13;Conjunto Residencial;LOS ALISOS;KR18#58A-11
1;Conjunto Residencial;BALKANIA;CL144#13-25
1;Edificio;ANTIQUE PROPIEDAD HORIZONTAL;CL135B#12B-22
9;Edificio;BALMORAL II;CL23ABis#83-75
2;Edificio;ALERO 93;KR23#93-65
8;Conjunto Residencial;CAMINO DE LOS ANGELES;CL7A#73B-98
10;Edificio;CERVANTES II;AK72#53A-18
11;Agrupación de Vivienda;NAVETAS V;CL147C#100-69
1;Edificio;SAN MARINO;KR18C#123-04
1;Edificio;NAVARRA;KR20#107-25
8;Agrupación Residencial;SAN NICOLAS DE CASTILLA;KR88D#6D-12
2;Edificio;BQ85;KR19C#85-64
11;Edificio;BALCONES DE TOLEDO;CL166#49-20
9;Copropiedad;TORRES DE CAPELLANIA CONJUNTO RESIDENCIAL;KR87#17-35
11;Conjunto Residencial;PAPYROS;KR65#175-65
1;Edificio;SANTA BARBARA PLAZA;CL118#19-09
1;Edificio;MIRO 109;KR13Bis#109-76
13;Conjunto Residencial;RESERVA DEL SALITRE;CL22B#54-21
11;Conjunto Residencial;PARQUES DE SAN JOSE;KR62#168A-54
1;Edificio;CEDRO POINT 140;CL140#10A-48
13;Conjunto Multifamiliar;SCALA 25 PRADOS DEL SALITRE;KR52#22-39
3;Edificio;ALTOS DE LA MACARENA;CL26C#4-28
3;Edificio;EDIFICIO REAL;CL23#5-26
13;Multifamiliar;45B CREARQ;KR25#45B-22
1;Agrupación de Vivienda;ACALANTO;CL114#19A-74
16;Urbanización;BUGANVILES 1 ETAPA 2 SECTOR;TV64#1-55
1;Edificio;RINCON DE LA BELLA SUIZA;KR7B#127A-67
1;Edificio;CARURU;KR17A#106-50
7;Conjunto Residencial;BRISAS DEL CANEY;CL54C#98B-06SUR
9;Conjunto Residencial;COVADONGA REAL APARTAMENTOS;KR87B#19A-66
7;Conjunto Residencial;PARQUES DE BOGOTA CAOBA;CL80BisSUR#94-75
1;Edificio;CAMINO DE AVILA;CL134A#18A-05
1;Edificio;SAUCES DEL COUNTRY;CL128B#18-35
9;Conjunto Residencial;SALITRAL;KR69B#24A-51
10;Conjunto Residencial;PARQUES DE GRANADA;KR113A#78-43
1;Edificio;BOSQUE MEDINA II ETAPA;CL134#6B-17
2;Edificio;IMPERIAL;CL91#13A-22
1;Edificio;CAMINOS DE SANTA CAROLINA PROPIEDAD HORIZONTAL;CL145#17-55
1;Edificio;CASACAMPO;KR12#112-90
1;Edificio;CEDRAL 7;KR24A#152-42
1;Edificio;INVENTION CENTER;AK45#114-40
11;Edificio;CATALINA;CL137#49-45
11;Agrupación de Vivienda;UNIFAMILIAR GRATAMIRA UNIDAD INMOBILIARIA CERRADA;CL136#74-11
1;Edificio;CEDROS 142;KR20#142-40
10;Agrupación de Vivienda;METROPOLIS UNIDAD 30;KR68B#75A-17UD30
2;Edificio;VILLAHERMOSA;CL66#11-63
11;Edificio;ALAMEDA DEL BATAN;KR45A#123-21
9;Conjunto Residencial;MANZANA B NUCLEO B CARLOS LLERAS R;KR72#22D-54
1;Edificio;XOCHLIT;CL119#14B-41
1;Edificio;MIRADOR DEL PARQUE;CL105#15-43
2;Edificio;MARCATONO;TV5#43-14
11;Copropiedad;URAPANES CONJUNTO RESIDENCIAL;CL152B#73B-51
2;Edificio;ALMERIA;CL81#8-51
10;Conjunto Multifamiliar;LOS CEREZOS;KR90#81A-20
1;Conjunto Residencial;RESERVA DEL CEDRO;KR14A#151A-39CJRESERVADELCEDRO
11;Agrupación de Vivienda;AGRUPACION DE VIVIENDA CALIFORNIA TOWN HOUSES PH;KR54#137-09
2;Edificio;ELEONORA;KR13#49-95
9;Urbanización;BALEARES SECT II MANZ 66 SEGUND ETA;KR87C#22-81
15;Agrupación de Vivienda;AGRUPACION DE VIVIENDA LUNAPARK AVILUPARK PH;CARRERA14A#11-14SUR
1;Edificio;LA PARAULATA;CL145A#13A-40
13;Edificio Multifamiliar;MONTAÃ±A;CL24C#44-26
1;Edificio;ALTAVISTA RESERVA DEL COUNTRY;CL137#12B-70
9;Edificio;LAS ACACIAS;CL22J#100-29
1;Edificio;ALTOS DE BELLA SUIZA;KR7B#127-58
1;Edificio;MIRADOR CLUB RESIDENCIAL;CL147#7B-58
12;Conjunto Residencial;ENTRE RIOS UNIDAD DOS;KR60#79B-46
1;Edificio;PUERTO LA DUQUESA PROPIEDAD HORIZONTAL;CL122#22-58
1;Conjunto Residencial;LOS CEDRALES;KR12#140-43
1;Conjunto Residencial;ALICANTE;KR21#135-53
11;Edificio;POBLAR II;CL115#48-70
1;Edificio;POBLAR I;CL120#11B-42
11;Conjunto Residencial;MONTICELLO MANZANA 3;KR81#128B-11
1;Edificio;SKALA 142;CL142#16A-25
11;Agrupación de Vivienda;CONJUNTO BAHIA VENTURA;KR52A#159-97
13;Edificio;AIKO PH;KR23#50-53
17;Edificio;ANDES;KR8#12C-35
1;Edificio;MINORCA;KR18#114A-31
11;Conjunto Residencial;PASEO DE LOS CEREZOS;KR67#180-96
1;Conjunto Residencial;EL REDIL DE CASTILLA SUPERLOTE 4- PROPIEDAD HORIZONTAL;KR8H#173-48
11;Conjunto Residencial;PARQUE DE LOS CEREZOS PRIMERA Y SEGUNDA ETAPA;CL137#91-97
11;Conjunto Residencial;SANTA MARIA DEL ALCAZAR III;CL111#45A-70
11;Conjunto Residencial;PARQUE LOS LAGARTOS;CL94#72A-51
3;Conjunto Residencial;MALLORCA III ETAPA II;KR81#32-17AD
11;Edificio;PORTALES PROPIEDAD HORIZONTAL;KR62#167B-64
2;Edificio;SILVANA;KR9#66-38
1;Edificio;TORRES DE PALMA VERDE;CL126#11-63
10;Conjunto Multifamiliar;PANORAMA 64;TV113F#64A-12
11;Conjunto Residencial;SIERRAMONTE I;KR72#180-60
10;Edificio;PINARES DE ENGATIVA PH;CL64C#113C-45
3;Edificio;EDIFICIO LARA PH;KR13#13-24
6;Edificio Multifamiliar;MAGDALENA;CL52BSUR#24D-40
8;Agrupación de Vivienda;CASTILLA REAL ETAPA B;KR79#10-54CJAD
3;Conjunto Residencial;BOSQUE IZQUIERDO;KR4#25A-65
11;Edificio;CANAPRO BOYACA;KR46#163B-29
1;Edificio Multifamiliar;TORRES DE AGUAS CLARAS;CL127A#7C-32
13;Edificio;SPAZIO SAN LUIS;CL58A#16-24
1;Conjunto Residencial;ICATA IV PROPIEDAD HORIZONTAL;KR13#153-80
13;Edificio;BELALCAZAR;KR27#45A-25
11;Edificio;MARTHA LILIA;CL106B#59-90
10;Agrupación;3B BOCORE;KR112Bis#80A-16
1;Edificio;ALCAZAR DE NOVARA;KR23#140-22
11;Agrupación de Vivienda;LA STELLA;KR53#134A-63
1;Edificio;VISTA HELENA;KR7D#127-10
11;Urbanización;ATARDECERES DE SUBA ETAPAS III Y IV;KR101#147C-34
11;Conjunto Residencial;SOTILEZA;CL128B#60-04CJPTAD
1;Edificio;EDIFICIO CAPRI REAL;CL150#12A-72
2;Edificio;MAGALLANES;CL55#5-15
9;Conjunto Residencial;MONTECARLO;KR111A#16H-02
2;Edificio;CAMINO DE LA SALLE;CL60#5-16
2;Edificio;SANT ANGELO;TV23#96-35
1;Edificio;MARE;AK15#136-35
11;Conjunto Residencial;ALICANTE DE SUBA;CL144C#141A-48
10;Edificio Multifamiliar;PORTAL DEL LAGO;KR77A#75A-15
1;Conjunto Residencial;VILLA JUDITH RINCON DEL CEDRO GOLF;KR7B#153A-75
1;Conjunto Residencial;BILBAO;CL141#9-85
11;Edificio;DOBEL;CL150A#48-36
1;Edificio;ROSALES DEL CEDRO;CL145A#19-59
3;Edificio;XUE;KR8#21-55
11;Edificio;RESERVA DE COLINA;KR56#153-15
1;Edificio;AVENIDA PEPE SIERRA;AC116#14A-35AD
11;Conjunto Residencial;QUINTAS DEL CERRO;KR67#167-79
1;Conjunto Residencial;CAMINO DE SAN ROQUE;CL165B#13C-55
1;Edificio;EL MORAL II PROPIEDAD HORIZONTAL;CL182#8A-39
13;Edificio;BALCONES II;CL25#43A-49
13;Conjunto Residencial;FEDERMAN RESERVADO;KR50#56B-88
11;Edificio;SAUCES;TV56#104A-10
1;Edificio;SANTA BARBARA 124 PROPIEDAD HORIZONTAL;CL124#16-08
1;Edificio;OSAHAR;KR18A#143-34
11;Edificio;LOS PINOS;KR53#150-27
13;Edificio;IGUAZU PH;DG61B#22-31
18;Conjunto Cerrado;PORTAL DE MOLINOS 2;TV6BBis#48K-65SUR
9;Conjunto Residencial;LA FUENTE LA FELICIDAD COLSUBSIDIO;KR79#19-87
1;Edificio;MARMARA;KR21#102-15
1;Edificio;CHICO PLAZA PROPIEDAD HORIZONTAL;KR19A#106A-76
1;Edificio;CORTIJO 93;KR18#120-17
11;Conjunto Residencial;PORTAL DE LA CAMPIÑA;KR91#137-59
11;Edificio Multifamiliar;TORRES DE SAN MARCOS;TV33#106-13
3;Conjunto Residencial;BAVARO PARQUE CENTRAL BAVARIA PH;AC32#13-83
3;Urbanización;CAMPO DAVID II ETAPA;CL5#12-25
10;Agrupación;ALTOS DE LA SABANA;CL78B#120A-56
1;Edificio;VILLA REAL PROPIEDAD HORIZONTAL;CL107A#7-70
12;Edificio;CASTELLANA FORUM;KR45A#95-37
3;Edificio;EDIFICIO NARIÃO PROPIEDAD HORIZONTAL;CL13#11-28OF
1;Conjunto Residencial;SANTA ANA;CL108A#5-15
1;Conjunto Residencial;EL PALMAR I;CL164#19-15
13;Edificio;RVS 1;DG46#16-12
1;Edificio;ALPA 2;AK15#119-66
1;Edificio;BAHIA CHICA;TV23#103A-17
12;Edificio;UDARA ® ENTRE PARQUES;KR60D#90-04
5;Conjunto Residencial;BELLORIZONTE;KR14L#87-53SURAD
1;Edificio;PRODOMO;KR14B#119-09
1;Conjunto Residencial;SOLIS PROPIEDAD HORIZONTAL;KR21#145A-51
2;Edificio;ARTHA 73;CL73#11-12
1;Agrupación de Vivienda;EL CEREZAL;CL136#13-28
18;Conjunto Residencial;EL RECREO DE LA ALBINA;CL30SUR#12H-45
1;Conjunto Residencial;PINO FORESTA;KR6#151-80
1;Edificio;RIVIERA;KR13A#106A-67
1;Edificio;TOLEDO;KR13A#101-90
1;Edificio;SANTA BARBARA REAL;KR17#122-81
1;Edificio;ENTORNO 109;KR14#108-54
3;Edificio;AVIANCA PH;CL16#6-66
1;Edificio;LOS MOLINOS;KR14#105A-71
9;Conjunto;MULTIFAMILIAR PARQUE ALAMEDA;KR68B#24A-23
1;Edificio;MANANTIAL;KR8#127C-31
1;Conjunto Residencial;AMOREBIETA;CL144#12-55
12;Edificio;ANDRES I;KR25#68-68
9;Conjunto Residencial;ISLA MENORCA MALLORCA 2 SECTOR;CL22D#87C-61ADAD
1;Edificio;ASTURIAS;CL144#11A-11
3;Conjunto Residencial;PORTICO DE SAN RAFAEL;KR5A#1-20
1;Edificio;NELEKONAR II;KR7B#144-36
11;Edificio;PIJAO RESERVADO ETAPA I Y II;CL119A#57-35
1;Edificio;FILAURI;KR12#146-51
2;Edificio;PALCO;CL88#13-17
8;Agrupación de Vivienda;NUEVA CASTILLA VII;CL8A#88B-31
9;Copropiedad;LA UNIDAD RESIDENCIAL FONTIBON;CL23B#103A-25
1;Edificio;LA CALLEJA PARK III;KR20#127-41
1;Edificio;SANTA PAULA;AK15#109-27
1;Conjunto Residencial;EL REDIL SUPERMANZANA 1;CL174#7-80
1;Edificio;VIVIS;KR7BBis#130B-41
9;Agrupación de Vivienda;BOSQUE DE MODELIA II ETAPA LOTE 5;CL42A#83-35
11;Agrupación Residencial;TEJARES DEL NORTE II;CL187#46-51
1;Conjunto Residencial;SANTACOLOMA UNIDAD DOS PROPIEDAD HORIZONTAL;AK45#128D-96
8;Edificio;TALLER 6 PH;KR78#04-10
1;Edificio;MARIN PEREZ PEMAR;CL144#16A-26
1;Conjunto Residencial;ALAMEDA 170;KR15#170-91
9;Conjunto Residencial;SABANAGRANDE RESERVADO 3 MZ 2B;KR98A#15A-70APCJ
1;Edificio;ROMA;CL103#22-10
13;Edificio;LE PARC;CL42#27-28
1;Edificio;EL ABEDUL;KR7F#145-47
10;Conjunto Residencial;ALAMEDA DE SAN DIEGO;KR123A#77B-86
9;Conjunto Residencial;ADARVES DEL SALITRE;CL23#68-59AD
1;Conjunto Residencial;SANTA CRUZ DE LA RONDA;KR8H#166-65
1;Edificio;LIMA;CL152#8-11
11;Edificio;EL REFUGIO;DG106C#41-86
1;Edificio;147 SQUARE;KR11#146-91
15;Agrupación Residencial;CONJUNTO RESERVA DEL RESTREPO;CL13S#24CSUR-40
11;Conjunto Residencial;ACANDI;KR64#179-31
10;Edificio;ARAWANA;KR75#66-32
1;Edificio;TULIPANES I;KR7F#146-72
19;Conjunto Residencial;TORRES DE SAN RAFAEL;TV65#59-21SUR
1;Edificio;LA BELLA SUIZA;KR7C#127A-46
13;Edificio;MULTIFAMILIAR BOSQUES II;CL53#30-14
1;Edificio;FUTURO 127 PROPIEDAD HORIZONTAL;CL127#13A-54
13;Edificio Multifamiliar;ECHAVARRIA;KR21#39B-36
19;Conjunto Residencial;PRADERA DE SANTA MONICA;CL65SUR#67-40
9;Agrupación de Vivienda;LA ESPERANZA;CL23D#72-55
1;Edificio;ADFA II;TV14A#116-21
1;Edificio;ESTANCIA;KR18A#112-71
1;Edificio;EL PINAR DEL COUNTRY;CL127ABisA#15-58
1;Conjunto Residencial;CAMPESTRE BOSQUES DE TORCA;KR7#245-60
1;Edificio;MARIANITAS;KR16#136-45
11;Conjunto Residencial;ALAMEDA DE SUBA;CL147C#99-80
9;Conjunto Residencial;EL RECREO DE MODELIA;AK86#23-29AD
1;Edificio;ANTAREX;CL159A#21A-25
8;Conjunto Residencial;RESERVA DE SAN AGUSTIN 3;CL11A#88A-65
11;Edificio;RONDA;KR83#145-21
1;Edificio;REMANSO DE TOLEDO;CL124#21-10
10;Edificio;PALO VERDE;KR71D#64-44
1;Edificio;SANTA BARBARA 122;KR20#122-55
15;Conjunto Residencial;CONJUNTO RESIDENCIAL CAMPIÃÂA DEL RESTREPO NUEVA GENERACION;KR24D#11-80SUR
1;Edificio;AZAHARA DE LA SIERRA;KR11#115-08/40
2;Edificio;LORETO PROPIEDAD HORIZONTAL;CL90#13A-31
1;Edificio;RIO AMAZONAS;CL147#11-64
11;Edificio;SAN FELIPE;CL144#47-62
9;Parque Residencial;SABANAGRANDE SUPER LOTE 1 ETAPA A;KR106#13D-49AD
1;Edificio;PLAZUELA DEL CEDRO;KR10#148-36
3;Conjunto Cerrado;CONDOMINIOS DE SAN SEBASTIÃÂN ETAPA II CONJUNTO RESIDENCIAL ALBANIA;KR3#1C-92
13;Conjunto Multifamiliar;SCALA 23 PRADOS DEL SALITRE PROPIEDAD HORIZONTAL;CL22A#52-07
10;Conjunto Residencial;RESERVA DE GRANADA III;CL78B#120-49
8;Conjunto Multifamiliar;ARBOLETE II PH;CL53SUR#79C-13
1;Edificio;MIRADOR DEL CEDRO;CL142#15-08
13;Edificio;MULTIFAMILIAR ORION;DG61D#27A-35
14;Edificio;HERNANDEZ;KR27#2-12
11;Conjunto Residencial;BOSQUES DE TULIPANES;CL153#109B-18CJ
1;Edificio;EL REFUGIO;KR16#112-06
1;Edificio;PARQUE DE SAN PATRICIO;KR16#109-55
12;Agrupación de Vivienda;METROPOLIS UNIDAD ONCE 11;CL79A#66-40
1;Conjunto;LOS CAOBOS DEL NORTE;CL147#7B-37
1;Edificio;SANTA CECILIA;CL193#7A-55
1;Edificio;PAOLA;KR17#152-14
1;Edificio;LA ARBOLEDA PH;CL116#13A-19
9;Conjunto Residencial;BALEARES RESERVADO;KR90#22C-59
11;Condominio;QUMRAN;CL137D#76A-60
1;Edificio;ALTOS DE BELMIRA;KR7C#138-60
2;Edificio;MACONDO;TV5#43-52
1;Edificio;CEDRO 142;KR20#142-32
8;Conjunto Residencial;PRADOS DE CASTILLA VI;KR90C#6A-67
12;Unidad Residencial;MODELO DEL NORTE;CL67D#59-65
2;Edificio;SIRIUS;CL51#5-46
9;Edificio;SALVATIERRA;KR69B#25-45
13;Edificio;MONTICELLO;KR30#39B-14
12;Edificio Multifamiliar;BALCON DE SAN LUIS;AV63#21-28
9;Edificio;GARCIA 24;CL17B#96B-25
3;Edificio;BRIGADIER PH;CL38#8-56
1;Edificio Residencial;ACROPOLIS;KR10#124-10
1;Edificio de Vivienda;TORRES DE SANTA BARBARA;KR45#118-46
2;Edificio;BELMONTE IV;KR4#81-28
2;Edificio;TORRE CERVANTES;KR7A#84-15
1;Edificio Multifamiliar;EL RINCON DE CEDRITOS;KR15#147-50
11;Edificio;TERRAZAS DE SUBA;CL137#105C-06
10;Conjunto Residencial;RESERVA DE GRANADA IV;CL78B#120-87
11;Conjunto Residencial;PARQUE ARAGON;CL152#54-39
9;Conjunto Residencial;PARQUE RESIDENCIAL SABANAGRANDE  SUPERLOTE 1 ETAPA B;CL14#108-97AD
13;Edificio;CALLE 53;KR30#53-58
5;Conjunto Residencial;PORTAL DE SANTA SOFIA;CL64SUR#2D-55ESTEAD1
7;Conjunto Residencial;ANDINO;CL65SUR#77M-04
12;Conjunto Residencial;CAMINO DEL VIENTO ETAPA 3;KR50#64-72
